job_id,series_id,site_id,dispatch_time,start_time,end_time,energy_wh,cfp_g,deadline_met,rationale,status
real-000115,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:15:00+00:00,2025-11-20T10:15:00+00:00,2025-11-20T10:30:00+00:00,263.34726562,9.48050156,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000116,site_ad3433ffac,site_ad3433ffac,2025-11-20T10:30:00+00:00,2025-11-20T10:30:00+00:00,2025-11-20T10:45:00+00:00,526.38740191,18.94994647,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000117,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:30:00+00:00,2025-11-20T10:30:00+00:00,2025-11-20T10:45:00+00:00,526.38740191,18.94994647,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000118,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:30:00+00:00,2025-11-20T10:30:00+00:00,2025-11-20T10:45:00+00:00,526.38740191,18.94994647,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000119,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:30:00+00:00,2025-11-20T10:30:00+00:00,2025-11-20T10:45:00+00:00,526.38740191,18.94994647,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000120,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:30:00+00:00,2025-11-20T10:30:00+00:00,2025-11-20T10:45:00+00:00,526.38740191,18.94994647,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000121,site_ad3433ffac,site_ad3433ffac,2025-11-20T10:45:00+00:00,2025-11-20T10:45:00+00:00,2025-11-20T11:00:00+00:00,393.27655122,14.15795584,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000122,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:45:00+00:00,2025-11-20T10:45:00+00:00,2025-11-20T11:00:00+00:00,393.27655122,14.15795584,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000123,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:45:00+00:00,2025-11-20T10:45:00+00:00,2025-11-20T11:00:00+00:00,393.27655122,14.15795584,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000124,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:45:00+00:00,2025-11-20T10:45:00+00:00,2025-11-20T11:00:00+00:00,393.27655122,14.15795584,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000125,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:45:00+00:00,2025-11-20T10:45:00+00:00,2025-11-20T11:00:00+00:00,393.27655122,14.15795584,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000126,site_ad3433ffac,site_ad3433ffac,2025-11-20T11:00:00+00:00,2025-11-20T11:00:00+00:00,2025-11-20T11:15:00+00:00,329.01488281,11.84453578,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000127,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:00:00+00:00,2025-11-20T11:00:00+00:00,2025-11-20T11:15:00+00:00,329.01488281,11.84453578,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000128,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:00:00+00:00,2025-11-20T11:00:00+00:00,2025-11-20T11:15:00+00:00,329.01488281,11.84453578,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000129,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:00:00+00:00,2025-11-20T11:00:00+00:00,2025-11-20T11:15:00+00:00,329.01488281,11.84453578,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000130,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:00:00+00:00,2025-11-20T11:00:00+00:00,2025-11-20T11:15:00+00:00,329.01488281,11.84453578,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000131,site_ad3433ffac,site_ad3433ffac,2025-11-20T11:15:00+00:00,2025-11-20T11:15:00+00:00,2025-11-20T11:30:00+00:00,472.84518142,17.02242653,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000132,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:15:00+00:00,2025-11-20T11:15:00+00:00,2025-11-20T11:30:00+00:00,472.84518142,17.02242653,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000133,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:15:00+00:00,2025-11-20T11:15:00+00:00,2025-11-20T11:30:00+00:00,472.84518142,17.02242653,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000134,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:15:00+00:00,2025-11-20T11:15:00+00:00,2025-11-20T11:30:00+00:00,472.84518142,17.02242653,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000135,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:15:00+00:00,2025-11-20T11:15:00+00:00,2025-11-20T11:30:00+00:00,472.84518142,17.02242653,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000136,site_ad3433ffac,site_ad3433ffac,2025-11-20T11:30:00+00:00,2025-11-20T11:30:00+00:00,2025-11-20T11:45:00+00:00,483.63332639,17.41079975,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000137,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:30:00+00:00,2025-11-20T11:30:00+00:00,2025-11-20T11:45:00+00:00,483.63332639,17.41079975,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000138,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:30:00+00:00,2025-11-20T11:30:00+00:00,2025-11-20T11:45:00+00:00,483.63332639,17.41079975,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000139,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:30:00+00:00,2025-11-20T11:30:00+00:00,2025-11-20T11:45:00+00:00,483.63332639,17.41079975,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000140,site_ad3433ffac,site_ad3433ffac,2025-11-20T11:45:00+00:00,2025-11-20T11:45:00+00:00,2025-11-20T12:00:00+00:00,171.48735937,6.17354494,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000141,site_e726c7cce5,site_ad3433ffac,2025-11-20T11:45:00+00:00,2025-11-20T11:45:00+00:00,2025-11-20T12:00:00+00:00,171.48735937,6.17354494,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000142,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:45:00+00:00,2025-11-20T11:45:00+00:00,2025-11-20T12:00:00+00:00,171.48735937,6.17354494,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000143,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T11:45:00+00:00,2025-11-20T11:45:00+00:00,2025-11-20T12:00:00+00:00,171.48735937,6.17354494,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000144,site_ad3433ffac,site_ad3433ffac,2025-11-20T12:00:00+00:00,2025-11-20T12:00:00+00:00,2025-11-20T12:15:00+00:00,558.05342535,20.08992331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000145,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:00:00+00:00,2025-11-20T12:00:00+00:00,2025-11-20T12:15:00+00:00,558.05342535,20.08992331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000146,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:00:00+00:00,2025-11-20T12:00:00+00:00,2025-11-20T12:15:00+00:00,558.05342535,20.08992331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000147,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:00:00+00:00,2025-11-20T12:00:00+00:00,2025-11-20T12:15:00+00:00,558.05342535,20.08992331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000148,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:00:00+00:00,2025-11-20T12:00:00+00:00,2025-11-20T12:15:00+00:00,558.05342535,20.08992331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000149,site_ad3433ffac,site_ad3433ffac,2025-11-20T12:15:00+00:00,2025-11-20T12:15:00+00:00,2025-11-20T12:30:00+00:00,272.11302951,9.79606906,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000150,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:15:00+00:00,2025-11-20T12:15:00+00:00,2025-11-20T12:30:00+00:00,272.11302951,9.79606906,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000151,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:15:00+00:00,2025-11-20T12:15:00+00:00,2025-11-20T12:30:00+00:00,272.11302951,9.79606906,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000152,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:15:00+00:00,2025-11-20T12:15:00+00:00,2025-11-20T12:30:00+00:00,272.11302951,9.79606906,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000153,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:15:00+00:00,2025-11-20T12:15:00+00:00,2025-11-20T12:30:00+00:00,272.11302951,9.79606906,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000154,site_ad3433ffac,site_ad3433ffac,2025-11-20T12:30:00+00:00,2025-11-20T12:30:00+00:00,2025-11-20T12:45:00+00:00,601.2863099,21.64630716,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000155,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:30:00+00:00,2025-11-20T12:30:00+00:00,2025-11-20T12:45:00+00:00,601.2863099,21.64630716,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000156,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:30:00+00:00,2025-11-20T12:30:00+00:00,2025-11-20T12:45:00+00:00,601.2863099,21.64630716,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000157,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:30:00+00:00,2025-11-20T12:30:00+00:00,2025-11-20T12:45:00+00:00,601.2863099,21.64630716,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000158,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:30:00+00:00,2025-11-20T12:30:00+00:00,2025-11-20T12:45:00+00:00,601.2863099,21.64630716,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000159,site_ad3433ffac,site_ad3433ffac,2025-11-20T12:45:00+00:00,2025-11-20T12:45:00+00:00,2025-11-20T13:00:00+00:00,509.21265538,18.33165559,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000160,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:45:00+00:00,2025-11-20T12:45:00+00:00,2025-11-20T13:00:00+00:00,509.21265538,18.33165559,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000161,site_e726c7cce5,site_ad3433ffac,2025-11-20T12:45:00+00:00,2025-11-20T12:45:00+00:00,2025-11-20T13:00:00+00:00,509.21265538,18.33165559,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000162,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:45:00+00:00,2025-11-20T12:45:00+00:00,2025-11-20T13:00:00+00:00,509.21265538,18.33165559,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000163,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T12:45:00+00:00,2025-11-20T12:45:00+00:00,2025-11-20T13:00:00+00:00,509.21265538,18.33165559,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000164,site_ad3433ffac,site_ad3433ffac,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,2025-11-20T13:15:00+00:00,299.68211111,10.788556,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000165,site_e726c7cce5,site_ad3433ffac,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,2025-11-20T13:15:00+00:00,299.68211111,10.788556,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000166,site_e726c7cce5,site_ad3433ffac,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,2025-11-20T13:15:00+00:00,299.68211111,10.788556,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000167,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,2025-11-20T13:15:00+00:00,299.68211111,10.788556,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000168,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,2025-11-20T13:15:00+00:00,299.68211111,10.788556,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000169,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T13:15:00+00:00,2025-11-20T13:15:00+00:00,2025-11-20T13:30:00+00:00,218.16822135,7.85405597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000170,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:15:00+00:00,2025-11-20T13:15:00+00:00,2025-11-20T13:30:00+00:00,218.16822135,7.85405597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000171,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:15:00+00:00,2025-11-20T13:15:00+00:00,2025-11-20T13:30:00+00:00,218.16822135,7.85405597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000172,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T13:15:00+00:00,2025-11-20T13:15:00+00:00,2025-11-20T13:30:00+00:00,218.16822135,7.85405597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000173,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T13:30:00+00:00,2025-11-20T13:30:00+00:00,2025-11-20T13:45:00+00:00,178.68375868,6.43261531,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000174,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:30:00+00:00,2025-11-20T13:30:00+00:00,2025-11-20T13:45:00+00:00,178.68375868,6.43261531,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000175,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:30:00+00:00,2025-11-20T13:30:00+00:00,2025-11-20T13:45:00+00:00,178.68375868,6.43261531,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000176,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T13:30:00+00:00,2025-11-20T13:30:00+00:00,2025-11-20T13:45:00+00:00,178.68375868,6.43261531,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000177,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T13:45:00+00:00,2025-11-20T13:45:00+00:00,2025-11-20T14:00:00+00:00,100.60383073,3.62173791,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000178,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:45:00+00:00,2025-11-20T13:45:00+00:00,2025-11-20T14:00:00+00:00,100.60383073,3.62173791,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000179,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T13:45:00+00:00,2025-11-20T13:45:00+00:00,2025-11-20T14:00:00+00:00,100.60383073,3.62173791,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000180,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T13:45:00+00:00,2025-11-20T13:45:00+00:00,2025-11-20T14:00:00+00:00,100.60383073,3.62173791,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000181,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T14:00:00+00:00,2025-11-20T14:00:00+00:00,2025-11-20T14:15:00+00:00,154.84559549,5.57444144,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000182,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:00:00+00:00,2025-11-20T14:00:00+00:00,2025-11-20T14:15:00+00:00,154.84559549,5.57444144,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000183,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:00:00+00:00,2025-11-20T14:00:00+00:00,2025-11-20T14:15:00+00:00,154.84559549,5.57444144,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000184,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T14:00:00+00:00,2025-11-20T14:00:00+00:00,2025-11-20T14:15:00+00:00,154.84559549,5.57444144,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000185,site_ad3433ffac,site_ad3433ffac,2025-11-20T14:15:00+00:00,2025-11-20T14:15:00+00:00,2025-11-20T14:30:00+00:00,158.61874566,5.71027484,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000186,site_e726c7cce5,site_ad3433ffac,2025-11-20T14:15:00+00:00,2025-11-20T14:15:00+00:00,2025-11-20T14:30:00+00:00,158.61874566,5.71027484,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000187,site_e726c7cce5,site_ad3433ffac,2025-11-20T14:15:00+00:00,2025-11-20T14:15:00+00:00,2025-11-20T14:30:00+00:00,158.61874566,5.71027484,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000188,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T14:15:00+00:00,2025-11-20T14:15:00+00:00,2025-11-20T14:30:00+00:00,158.61874566,5.71027484,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000189,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T14:30:00+00:00,2025-11-20T14:30:00+00:00,2025-11-20T14:45:00+00:00,268.1221684,9.65239806,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000190,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:30:00+00:00,2025-11-20T14:30:00+00:00,2025-11-20T14:45:00+00:00,268.1221684,9.65239806,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000191,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:30:00+00:00,2025-11-20T14:30:00+00:00,2025-11-20T14:45:00+00:00,268.1221684,9.65239806,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000192,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T14:30:00+00:00,2025-11-20T14:30:00+00:00,2025-11-20T14:45:00+00:00,268.1221684,9.65239806,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000193,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T14:45:00+00:00,2025-11-20T14:45:00+00:00,2025-11-20T15:00:00+00:00,357.7146033,12.87772572,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000194,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:45:00+00:00,2025-11-20T14:45:00+00:00,2025-11-20T15:00:00+00:00,357.7146033,12.87772572,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000195,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T14:45:00+00:00,2025-11-20T14:45:00+00:00,2025-11-20T15:00:00+00:00,357.7146033,12.87772572,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000196,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T14:45:00+00:00,2025-11-20T14:45:00+00:00,2025-11-20T15:00:00+00:00,357.7146033,12.87772572,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000197,site_ad3433ffac,site_ad3433ffac,2025-11-20T15:00:00+00:00,2025-11-20T15:00:00+00:00,2025-11-20T15:15:00+00:00,177.32488021,6.38369569,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000198,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:00:00+00:00,2025-11-20T15:00:00+00:00,2025-11-20T15:15:00+00:00,177.32488021,6.38369569,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000199,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:00:00+00:00,2025-11-20T15:00:00+00:00,2025-11-20T15:15:00+00:00,177.32488021,6.38369569,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000200,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T15:00:00+00:00,2025-11-20T15:00:00+00:00,2025-11-20T15:15:00+00:00,177.32488021,6.38369569,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000201,site_ad3433ffac,site_ad3433ffac,2025-11-20T15:15:00+00:00,2025-11-20T15:15:00+00:00,2025-11-20T15:30:00+00:00,170.98450868,6.15544231,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000202,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:15:00+00:00,2025-11-20T15:15:00+00:00,2025-11-20T15:30:00+00:00,170.98450868,6.15544231,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000203,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:15:00+00:00,2025-11-20T15:15:00+00:00,2025-11-20T15:30:00+00:00,170.98450868,6.15544231,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000204,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T15:15:00+00:00,2025-11-20T15:15:00+00:00,2025-11-20T15:30:00+00:00,170.98450868,6.15544231,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000205,site_ad3433ffac,site_ad3433ffac,2025-11-20T15:30:00+00:00,2025-11-20T15:30:00+00:00,2025-11-20T15:45:00+00:00,157.03620313,5.65330331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000206,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:30:00+00:00,2025-11-20T15:30:00+00:00,2025-11-20T15:45:00+00:00,157.03620313,5.65330331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000207,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:30:00+00:00,2025-11-20T15:30:00+00:00,2025-11-20T15:45:00+00:00,157.03620313,5.65330331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000208,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T15:30:00+00:00,2025-11-20T15:30:00+00:00,2025-11-20T15:45:00+00:00,157.03620313,5.65330331,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000209,site_ad3433ffac,site_ad3433ffac,2025-11-20T15:45:00+00:00,2025-11-20T15:45:00+00:00,2025-11-20T16:00:00+00:00,438.66463628,15.79192691,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000210,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:45:00+00:00,2025-11-20T15:45:00+00:00,2025-11-20T16:00:00+00:00,438.66463628,15.79192691,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000211,site_e726c7cce5,site_ad3433ffac,2025-11-20T15:45:00+00:00,2025-11-20T15:45:00+00:00,2025-11-20T16:00:00+00:00,438.66463628,15.79192691,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000212,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T15:45:00+00:00,2025-11-20T15:45:00+00:00,2025-11-20T16:00:00+00:00,438.66463628,15.79192691,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000213,site_ad3433ffac,site_e726c7cce5,2025-11-20T16:00:00+00:00,2025-11-20T16:00:00+00:00,2025-11-20T16:15:00+00:00,480.32076172,17.29154742,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000214,site_e726c7cce5,site_e726c7cce5,2025-11-20T16:00:00+00:00,2025-11-20T16:00:00+00:00,2025-11-20T16:15:00+00:00,480.32076172,17.29154742,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000215,site_f5bcf8a88a,site_e726c7cce5,2025-11-20T16:00:00+00:00,2025-11-20T16:00:00+00:00,2025-11-20T16:15:00+00:00,480.32076172,17.29154742,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000216,site_ad3433ffac,site_e726c7cce5,2025-11-20T16:15:00+00:00,2025-11-20T16:15:00+00:00,2025-11-20T16:30:00+00:00,594.30978733,21.39515234,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000217,site_e726c7cce5,site_e726c7cce5,2025-11-20T16:15:00+00:00,2025-11-20T16:15:00+00:00,2025-11-20T16:30:00+00:00,594.30978733,21.39515234,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000218,site_f5bcf8a88a,site_e726c7cce5,2025-11-20T16:15:00+00:00,2025-11-20T16:15:00+00:00,2025-11-20T16:30:00+00:00,594.30978733,21.39515234,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000219,site_ad3433ffac,site_ad3433ffac,2025-11-20T16:30:00+00:00,2025-11-20T16:30:00+00:00,2025-11-20T16:45:00+00:00,37.23886979,1.34059931,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000220,site_e726c7cce5,site_ad3433ffac,2025-11-20T16:30:00+00:00,2025-11-20T16:30:00+00:00,2025-11-20T16:45:00+00:00,37.23886979,1.34059931,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000221,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T16:30:00+00:00,2025-11-20T16:30:00+00:00,2025-11-20T16:45:00+00:00,37.23886979,1.34059931,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000222,site_ad3433ffac,site_ad3433ffac,2025-11-20T16:45:00+00:00,2025-11-20T16:45:00+00:00,2025-11-20T17:00:00+00:00,145.21280208,5.22766088,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000223,site_e726c7cce5,site_ad3433ffac,2025-11-20T16:45:00+00:00,2025-11-20T16:45:00+00:00,2025-11-20T17:00:00+00:00,145.21280208,5.22766088,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000224,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T16:45:00+00:00,2025-11-20T16:45:00+00:00,2025-11-20T17:00:00+00:00,145.21280208,5.22766088,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000225,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T17:00:00+00:00,2025-11-20T17:00:00+00:00,2025-11-20T17:15:00+00:00,84.24253646,3.03273131,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000226,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T17:00:00+00:00,2025-11-20T17:00:00+00:00,2025-11-20T17:15:00+00:00,84.24253646,3.03273131,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000227,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T17:00:00+00:00,2025-11-20T17:00:00+00:00,2025-11-20T17:15:00+00:00,84.24253646,3.03273131,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000228,site_ad3433ffac,site_f5bcf8a88a,2025-11-20T17:15:00+00:00,2025-11-20T17:15:00+00:00,2025-11-20T17:30:00+00:00,47.44238802,1.70792597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000229,site_e726c7cce5,site_f5bcf8a88a,2025-11-20T17:15:00+00:00,2025-11-20T17:15:00+00:00,2025-11-20T17:30:00+00:00,47.44238802,1.70792597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000230,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T17:15:00+00:00,2025-11-20T17:15:00+00:00,2025-11-20T17:30:00+00:00,47.44238802,1.70792597,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
