bucket_15m,site_id,vo,activity,records,energy_wh,cfp_g,work,ncores
2025-12-24 09:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,493,464.7607222222223,13.796614818750001,15947353.600000001,50304
2025-12-24 10:00:00,site_ad3433ffac,vo_5d1b978761,grid,210,462.9184800347223,15.554060929166667,4906348.8,16648
2025-12-24 10:00:00,site_e726c7cce5,vo_5d1b978761,grid,164,782.807420138889,26.302329316666665,1973876.2794470047,5200
2025-12-24 10:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,543,466.38088107638896,13.652850932083329,17563084.799999997,56064
2025-12-24 10:15:00,site_ad3433ffac,vo_5d1b978761,grid,84,130.26710850694445,4.376974845833333,1971609.5999999996,6128
2025-12-24 10:15:00,site_e726c7cce5,vo_5d1b978761,grid,270,942.5281493055558,31.66894581666667,3152918.4619354843,8448
2025-12-24 10:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,208,228.92344791666665,6.6479369275,6670841.6,23296
2025-12-24 10:30:00,site_ad3433ffac,vo_5d1b978761,grid,57,290.0328958333333,9.782596154166667,1170112.9142857143,4100
2025-12-24 10:30:00,site_e726c7cce5,vo_5d1b978761,grid,216,1299.82456640625,43.787582674999996,2451135.4042396313,6304
2025-12-24 10:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,156,197.79319184027776,5.823183193125001,5258105.600000001,15424
2025-12-24 10:45:00,site_ad3433ffac,vo_5d1b978761,grid,169,652.86984375,21.9556203,4308459.885714286,13884
2025-12-24 10:45:00,site_e726c7cce5,vo_5d1b978761,grid,91,526.5070876736111,17.690638145833336,1093436.0361290323,2800
2025-12-24 10:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,217,407.5685555555556,12.32380084145833,7227673.599999999,21824
2025-12-24 11:00:00,site_ad3433ffac,vo_5d1b978761,grid,221,627.323234375,21.094593918749997,5277238.857142856,18072
2025-12-24 11:00:00,site_e726c7cce5,vo_5d1b978761,grid,104,522.710123263889,17.727584128124995,1183825.088294931,2944
2025-12-24 11:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,189,240.59730815972222,7.053581086458332,6303116.800000001,18880
2025-12-24 11:15:00,site_ad3433ffac,vo_5d1b978761,grid,143,502.09509982638883,16.900725814583332,3480106.0571428575,11176
2025-12-24 11:15:00,site_e726c7cce5,vo_5d1b978761,grid,40,201.4022356770833,6.860035106249999,447458.7251612904,1152
2025-12-24 11:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,89,121.13059114583336,3.5684564289583323,2750368,8896
2025-12-24 11:30:00,site_ad3433ffac,vo_5d1b978761,grid,125,211.59307378472224,7.160107022916666,2977974.3999999994,8848
2025-12-24 11:30:00,site_e726c7cce5,vo_5d1b978761,grid,76,222.49188237847218,7.485882404166666,791059.8193548387,1920
2025-12-24 11:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,163,109.29559461805556,3.2953472247916666,5198502.4,16384
2025-12-24 11:45:00,site_ad3433ffac,vo_5d1b978761,grid,108,310.6797552083333,10.448788027083332,2535531.8857142855,7952
2025-12-24 11:45:00,site_e726c7cce5,vo_5d1b978761,grid,111,553.5598485243056,18.741648747916663,1381908.9400921657,3728
2025-12-24 11:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,169,113.34299565972219,3.331879907916666,5268787.2,16896
2025-12-24 12:00:00,site_ad3433ffac,vo_5d1b978761,grid,48,326.43874652777777,11.04827374375,1285107.2,3464
2025-12-24 12:00:00,site_e726c7cce5,vo_5d1b978761,grid,109,939.3426853298613,31.87752059895833,1368187.2221198152,3728
2025-12-24 12:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,72,88.88270833333334,2.616431675625,2134464,7808
2025-12-24 12:15:00,site_ad3433ffac,vo_5d1b978761,grid,144,354.25465104166665,11.930796597916666,3687320.228571429,10880
2025-12-24 12:15:00,site_e726c7cce5,vo_5d1b978761,grid,169,897.7412339409723,30.4391915875,1996374.2554838713,5248
2025-12-24 12:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,203,59.13492708333334,1.7505004285416665,6251539.2,19968
2025-12-24 12:30:00,site_ad3433ffac,vo_5d1b978761,grid,192,186.11906249999998,6.325980964583334,4662876.342857144,14768
2025-12-24 12:30:00,site_e726c7cce5,vo_5d1b978761,grid,57,184.67419965277776,6.283157889583332,659533.1303225806,1696
2025-12-24 12:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,158,167.53808333333333,4.947260251875,4957849.6,15744
2025-12-24 12:45:00,site_ad3433ffac,vo_5d1b978761,grid,193,723.276896701389,24.402129810416668,4758689.371428572,14780
2025-12-24 12:45:00,site_e726c7cce5,vo_5d1b978761,grid,210,958.1292265625001,32.31313376666667,2591242.245898617,6880
2025-12-24 12:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,172,292.0785789930556,8.650103680208332,5471609.600000001,17088
2025-12-24 13:00:00,site_ad3433ffac,vo_5d1b978761,grid,80,322.4961536458334,10.8418380125,1959834.9714285713,6292
2025-12-24 13:00:00,site_e726c7cce5,vo_5d1b978761,grid,230,1256.6115381944444,42.447648499999985,2807883.685161291,7504
2025-12-24 13:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,141,254.70865451388892,7.424659310208335,4541145.6,14912
2025-12-24 13:15:00,site_ad3433ffac,vo_5d1b978761,grid,72,260.53922482638893,8.835274172916666,1739584,5428
2025-12-24 13:15:00,site_e726c7cce5,vo_5d1b978761,grid,81,258.8230394965278,8.69949048020833,1056918.750967742,2896
2025-12-24 13:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,143,187.0186753472222,5.555734409375001,4711731.199999999,14592
2025-12-24 13:30:00,site_ad3433ffac,vo_5d1b978761,grid,41,108.21127517361113,3.639412858333333,909391.0857142857,2868
2025-12-24 13:30:00,site_e726c7cce5,vo_5d1b978761,grid,143,484.6979947916666,16.483987002083335,1776734.2540092168,4880
2025-12-24 13:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,168,196.7331918402778,5.726254189166667,5496985.600000001,18240
2025-12-24 13:45:00,site_ad3433ffac,vo_5d1b978761,grid,37,93.38560677083333,3.137907429166667,985927.3142857143,3232
2025-12-24 13:45:00,site_e726c7cce5,vo_5d1b978761,grid,95,870.0873645833332,29.23543303229166,1187368.5942857144,3200
2025-12-24 13:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,145,209.39178385416668,6.184441302708333,4531590.4,14912
2025-12-24 14:00:00,site_ad3433ffac,vo_5d1b978761,grid,178,483.1699427083335,16.273163889583333,4401509.485714286,13360
2025-12-24 14:00:00,site_e726c7cce5,vo_5d1b978761,grid,327,554.9664921875001,18.664761963541668,3899908.494746543,9984
2025-12-24 14:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,328,301.3884565972221,8.762224485,10420166.399999999,33920
2025-12-24 14:15:00,site_ad3433ffac,vo_5d1b978761,grid,182,439.2416137152778,14.759878845833335,4583064.685714286,14524
2025-12-24 14:15:00,site_e726c7cce5,vo_5d1b978761,grid,196,660.2272131076388,22.31928106666667,2328860.496221198,6144
2025-12-24 14:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,171,204.12566319444448,5.934876015416666,5575366.400000001,17728
2025-12-24 14:30:00,site_ad3433ffac,vo_5d1b978761,grid,240,248.99938020833338,8.405609941666667,5884666.514285715,17648
2025-12-24 14:30:00,site_e726c7cce5,vo_5d1b978761,grid,179,237.20892274305555,7.970866929166666,1962942.3483870972,4992
2025-12-24 14:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,771,443.21070659722227,12.899910440833331,25173446.4,82624
2025-12-24 14:45:00,site_ad3433ffac,vo_5d1b978761,grid,56,299.81977690972224,10.073944504166667,1400308.5714285714,4340
2025-12-24 14:45:00,site_e726c7cce5,vo_5d1b978761,grid,37,167.7416879340278,5.731260554166666,480614.27612903225,1312
2025-12-24 14:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,499,741.8946449652777,21.722477906666665,16283488,51776
2025-12-24 15:00:00,site_ad3433ffac,vo_5d1b978761,grid,46,236.53811197916667,7.955386533333333,1108606.1714285715,4204
2025-12-24 15:00:00,site_e726c7cce5,vo_5d1b978761,grid,162,806.7352447916666,27.15220185625,2005966.0446082952,4976
2025-12-24 15:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,343,829.5810789930553,24.24277805499999,11052518.4,37248
2025-12-24 15:15:00,site_ad3433ffac,vo_5d1b978761,grid,188,263.1392526041667,8.847135883333333,4752078.628571428,15044
2025-12-24 15:15:00,site_e726c7cce5,vo_5d1b978761,grid,258,652.0183888888889,21.968721597916666,3326944.749124423,8960
2025-12-24 15:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,341,492.7406310763888,14.39365651645833,11409958.4,35328
2025-12-24 15:30:00,site_ad3433ffac,vo_5d1b978761,grid,91,196.02923958333332,6.592487749999999,2202006.8571428573,7224
2025-12-24 15:30:00,site_e726c7cce5,vo_5d1b978761,grid,83,228.23157161458334,7.778652632291667,1062065.0941935484,2656
2025-12-24 15:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,183,253.34425,7.378780201250001,6040403.2,19776
2025-12-24 15:45:00,site_ad3433ffac,vo_5d1b978761,grid,120,120.51914322916664,4.051590331250001,2962759.3142857146,9572
2025-12-24 15:45:00,site_e726c7cce5,vo_5d1b978761,grid,205,339.9725039062499,11.482550060416665,2580272.2860829495,6864
2025-12-24 15:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,280,342.24831770833333,9.999849859166668,9246073.600000001,29760
2025-12-24 16:00:00,site_ad3433ffac,vo_5d1b978761,grid,106,210.44737413194446,7.082055227083333,2286694.4,7032
2025-12-24 16:00:00,site_e726c7cce5,vo_5d1b978761,grid,108,272.0725972222222,9.193220989583331,1233566.6079262674,3296
2025-12-24 16:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,226,278.1916223958334,8.248014475833333,7509766.4,23872
2025-12-24 16:15:00,site_ad3433ffac,vo_5d1b978761,grid,176,281.3174548611112,9.5375588875,3912408.6857142854,12200
2025-12-24 16:15:00,site_e726c7cce5,vo_5d1b978761,grid,36,112.02755685763888,3.764307357291667,397643.6438709677,992
2025-12-24 16:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,108,68.76073958333333,1.9973068229166664,3505631.9999999995,11840
2025-12-24 16:30:00,site_ad3433ffac,vo_5d1b978761,grid,136,220.53884895833326,7.410105324999998,2821633.3714285716,9244
2025-12-24 16:30:00,site_e726c7cce5,vo_5d1b978761,grid,50,38.905832899305565,1.3072359854166669,618566.4884792627,1664
2025-12-24 16:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,178,30.744589409722217,0.893483230625,6116358.4,17344
2025-12-24 16:45:00,site_ad3433ffac,vo_5d1b978761,grid,92,136.28144270833332,4.5944805875,1997546.9714285713,5568
2025-12-24 16:45:00,site_e726c7cce5,vo_5d1b978761,grid,37,68.87079730902778,2.3140587895833336,444603.99483870965,1184
2025-12-24 16:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,61,90.91151128472222,2.6424335460416666,2070009.6,6080
2025-12-24 17:00:00,site_ad3433ffac,vo_5d1b978761,grid,154,81.088046875,2.7331457958333334,3455216.457142856,10076
2025-12-24 17:00:00,site_e726c7cce5,vo_5d1b978761,grid,117,99.25951171874999,3.360381658333333,1503203.0377880184,4192
2025-12-24 17:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,125,32.87324652777778,0.9636861970833331,4140089.6,12800
2025-12-24 17:15:00,site_ad3433ffac,vo_5d1b978761,grid,251,186.10404427083333,6.260061441666666,5352659.657142857,15364
2025-12-24 17:15:00,site_e726c7cce5,vo_5d1b978761,grid,113,71.74780208333334,2.4131086291666666,1233528.0486635943,3248
2025-12-24 17:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,317,182.54523871527772,5.312319259791666,10471980.800000003,33024
2025-12-24 17:30:00,site_ad3433ffac,vo_5d1b978761,grid,112,80.23434288194444,2.70079695,2288845.2571428576,6512
2025-12-24 17:30:00,site_e726c7cce5,vo_5d1b978761,grid,59,28.19933940972222,0.9484051031249998,699944.5470967742,1840
2025-12-24 17:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,273,90.87917447916665,2.6462630579166664,9280729.600000001,27392
2025-12-24 17:45:00,site_ad3433ffac,vo_5d1b978761,grid,83,30.02471614583333,1.01325245,1660728.2285714285,4436
2025-12-24 17:45:00,site_e726c7cce5,vo_5d1b978761,grid,34,21.31955989583333,0.7167163666666666,404161.8580645161,1088
2025-12-24 17:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,140,32.22726822916667,0.950283130208333,4858867.2,13888
2025-12-24 18:00:00,site_ad3433ffac,vo_5d1b978761,grid,165,119.47870312499998,4.014705454166667,3725586.7428571433,11880
2025-12-24 18:00:00,site_e726c7cce5,vo_5d1b978761,grid,40,36.57899782986111,1.2290543270833332,489678.7819354838,1360
2025-12-24 18:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,210,106.09019618055555,3.1015646506250008,7428179.199999999,22720
2025-12-24 18:15:00,site_ad3433ffac,vo_5d1b978761,grid,270,225.4484244791667,7.601350979166666,5128865.828571429,15244
2025-12-24 18:15:00,site_e726c7cce5,vo_5d1b978761,grid,165,284.95705425347217,9.606712160416668,2280572.16,6512
2025-12-24 18:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,328,139.60745052083334,4.137308067708333,11539859.2,35840
2025-12-24 18:30:00,site_ad3433ffac,vo_5d1b978761,grid,190,70.18615277777776,2.3635850749999996,3700185.6,12152
2025-12-24 18:30:00,site_e726c7cce5,vo_5d1b978761,grid,337,212.4661085069444,7.166980751041667,4239795.034838709,11632
2025-12-24 18:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,152,30.555766493055554,0.8953062543749999,5326105.600000001,17024
2025-12-24 18:45:00,site_ad3433ffac,vo_5d1b978761,grid,82,84.9617013888889,2.86357374375,1589443.657142857,4744
2025-12-24 18:45:00,site_e726c7cce5,vo_5d1b978761,grid,137,128.49368315972222,4.329875860416666,1713947.4580645158,4672
2025-12-24 18:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,167,81.4433793402778,2.398032276666667,5906176,18624
2025-12-24 19:00:00,site_ad3433ffac,vo_5d1b978761,grid,73,64.75742361111111,2.1912009041666667,1335690.0571428572,3560
2025-12-24 19:00:00,site_e726c7cce5,vo_5d1b978761,grid,115,79.23526475694443,2.665083725,1321917.8941935482,3312
2025-12-24 19:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,209,138.50447135416667,4.091326287083333,7082943.999999998,21312
2025-12-24 19:15:00,site_ad3433ffac,vo_5d1b978761,grid,111,23.255594618055554,0.7814377291666667,2100302.1714285715,5104
2025-12-24 19:15:00,site_e726c7cce5,vo_5d1b978761,grid,42,16.308452690972224,0.5480884947916667,484963.75741935486,1200
2025-12-24 19:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,189,26.47837413194445,0.7735808358333331,6415609.6,18880
2025-12-24 19:30:00,site_ad3433ffac,vo_5d1b978761,grid,68,43.27647829861111,1.4584197791666667,1410971.4285714286,3528
2025-12-24 19:30:00,site_e726c7cce5,vo_5d1b978761,grid,34,33.283960937500005,1.1184506854166667,389151.5458064516,976
2025-12-24 19:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,185,61.24136892361115,1.818359757708334,6428902.399999999,18496
2025-12-24 19:45:00,site_ad3433ffac,vo_5d1b978761,grid,49,19.630057291666667,0.6643666374999999,978175.5428571429,2392
2025-12-24 19:45:00,site_e726c7cce5,vo_5d1b978761,grid,14,13.369625868055556,0.4496259166666666,149651.48903225808,384
2025-12-24 19:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,199,50.67261979166667,1.4769980072916664,6947660.799999999,21312
2025-12-24 20:00:00,site_ad3433ffac,vo_5d1b978761,grid,74,29.832469618055555,1.0093402041666666,1450649.1428571427,3552
2025-12-24 20:00:00,site_e726c7cce5,vo_5d1b978761,grid,23,15.637325086805554,0.5254141229166667,246449.2180645161,640
2025-12-24 20:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,204,34.572275173611104,1.0415265787499997,7200332.8,21120
2025-12-24 20:15:00,site_ad3433ffac,vo_5d1b978761,grid,49,43.09532465277777,1.4480029083333332,924087.3142857143,2460
2025-12-24 20:15:00,site_e726c7cce5,vo_5d1b978761,grid,25,29.160578559027783,0.9893554916666668,284643.59225806454,784
2025-12-24 20:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,123,47.37070833333332,1.3756453700000004,4363782.399999999,13056
2025-12-24 20:30:00,site_ad3433ffac,vo_5d1b978761,grid,35,16.457934027777778,0.5536352041666666,691307.4285714286,2104
2025-12-24 20:30:00,site_e726c7cce5,vo_5d1b978761,grid,27,15.563336371527777,0.5229281020833334,293846.32036866364,704
2025-12-24 20:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,514,100.43920486111111,2.9542534545833323,18544748.800000004,54400
2025-12-24 20:45:00,site_ad3433ffac,vo_5d1b978761,grid,15,4.537451388888888,0.15782797916666663,237658.5142857143,656
2025-12-24 20:45:00,site_e726c7cce5,vo_5d1b978761,grid,9,3.933390624999999,0.1335433302083333,93677.66709677418,224
2025-12-24 20:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,262,40.55979340277777,1.2057530470833333,9561952.000000002,27968
2025-12-24 21:00:00,site_ad3433ffac,vo_5d1b978761,grid,51,26.3961796875,0.8869116375,870766.6285714288,1904
2025-12-24 21:00:00,site_e726c7cce5,vo_5d1b978761,grid,120,106.08320008680559,3.589799419791667,1398065.7135483874,3312
2025-12-24 21:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,240,94.74514409722224,2.7535113445833326,8654457.599999998,26432
2025-12-24 21:15:00,site_ad3433ffac,vo_5d1b978761,grid,18,12.43287673611111,0.4177446583333333,351500.8,928
2025-12-24 21:15:00,site_e726c7cce5,vo_5d1b978761,grid,9,1.2857903645833335,0.04320255625,113628.8206451613,272
2025-12-24 21:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,21,19.742543402777777,0.5733234604166666,701433.6000000001,1984
2025-12-24 21:30:00,site_ad3433ffac,vo_5d1b978761,grid,190,7.419605902777777,0.25058560416666664,3655407.9999999995,8452
2025-12-24 21:30:00,site_e726c7cce5,vo_5d1b978761,grid,91,4.152522569444445,0.13981015416666667,1115119.1535483873,2736
2025-12-24 21:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,8,0.20027604166666665,0.005952134999999999,264256,704
2025-12-24 21:45:00,site_ad3433ffac,vo_5d1b978761,grid,44,7.501538194444444,0.2521526625,837279.0857142857,1896
2025-12-24 21:45:00,site_e726c7cce5,vo_5d1b978761,grid,65,18.015937065972224,0.6088914406249999,712109.9148387096,1792
2025-12-24 21:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,19,4.219599826388889,0.12253717895833334,681177.6,2112
2025-12-24 22:00:00,site_ad3433ffac,vo_5d1b978761,grid,173,108.13390364583334,3.639946160416669,3579262.6285714284,8388
2025-12-24 22:00:00,site_e726c7cce5,vo_5d1b978761,grid,125,117.95173914930555,3.9885219572916664,1429768.753548387,3536
2025-12-24 22:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,173,64.10566666666665,1.8863428554166664,6128332.800000001,18240
2025-12-24 22:15:00,site_ad3433ffac,vo_5d1b978761,grid,187,117.61154340277778,3.963615816666665,3791207.771428572,10560
2025-12-24 22:15:00,site_e726c7cce5,vo_5d1b978761,grid,99,97.70069053819445,3.2953301489583327,1064250.3019354842,2656
2025-12-24 22:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,222,81.10915277777777,2.377389966041667,8142233.6,23872
2025-12-24 22:30:00,site_ad3433ffac,vo_5d1b978761,grid,71,50.107039930555544,1.6948151499999997,1443088.9142857143,3696
2025-12-24 22:30:00,site_e726c7cce5,vo_5d1b978761,grid,35,75.26873654513889,2.5290295479166662,373481.3729032257,960
2025-12-24 22:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,104,43.34703993055556,1.2770884966666667,3695219.1999999993,11648
2025-12-24 22:45:00,site_ad3433ffac,vo_5d1b978761,grid,1,32.17630208333333,1.0811237499999997,15469.714285714286,64
2025-12-25 00:15:00,site_ad3433ffac,vo_5d1b978761,grid,2,75.80804340277778,2.5471502583333336,28306.285714285714,76
2025-12-25 00:15:00,site_e726c7cce5,vo_5d1b978761,grid,1,37.887260850694446,1.2730119645833333,11371.354838709678,32
2025-12-25 00:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,1,14.921000000000001,0.43330584000000005,39808,128
2025-12-25 01:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,1,15.113854166666671,0.43890632500000015,32140.799999999992,64
2025-12-25 02:15:00,site_e726c7cce5,vo_5d1b978761,grid,3,47.881020399305555,1.6088022854166664,39539.6129032258,96
2025-12-25 02:30:00,site_e726c7cce5,vo_5d1b978761,grid,18,271.99260069444443,9.138951383333334,213677.41935483873,576
2025-12-25 02:45:00,site_e726c7cce5,vo_5d1b978761,grid,2,29.746020399305554,0.9994662854166665,25789.93548387097,64
2025-12-25 03:15:00,site_ad3433ffac,vo_5d1b978761,grid,1,30.732260416666666,1.03260395,22381.714285714283,64
2025-12-25 03:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,1,15.172552083333333,0.44061091249999995,30873.600000000002,64
2025-12-25 04:15:00,site_ad3433ffac,vo_5d1b978761,grid,29,472.1489748263889,15.864205554166666,597645.7142857143,2184
2025-12-25 04:15:00,site_e726c7cce5,vo_5d1b978761,grid,18,363.35586458333336,12.208757049999999,252306.439078341,752
2025-12-25 04:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,53,412.27091840277774,11.972347470416667,1723436.7999999998,5504
2025-12-25 04:30:00,site_ad3433ffac,vo_5d1b978761,grid,1,14.881125,0.5000058000000001,14720,32
2025-12-25 05:00:00,site_ad3433ffac,vo_5d1b978761,grid,1,1.6379079861111112,0.055033708333333334,28223.999999999996,64
2025-12-25 05:00:00,site_e726c7cce5,vo_5d1b978761,grid,1,5.025282118055556,0.16884947916666668,6543.36,16
2025-12-25 05:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,13,20.30568402777778,0.5896770641666667,433203.2,1344
2025-12-25 05:15:00,site_ad3433ffac,vo_5d1b978761,grid,4,13.195515625000002,0.44336932500000004,58944,116
2025-12-25 05:15:00,site_e726c7cce5,vo_5d1b978761,grid,22,75.21688237847222,2.527287247916666,329933.6670967742,1136
2025-12-25 05:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,145,229.13082378472217,6.653959122708333,4992793.6,14976
2025-12-25 05:30:00,site_ad3433ffac,vo_5d1b978761,grid,3,14.611953125000003,0.49096162499999996,55680,192
2025-12-25 05:30:00,site_e726c7cce5,vo_5d1b978761,grid,53,213.29721397569443,7.166786389583333,693985.2564055299,1968
2025-12-25 05:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,168,310.1816666666667,9.007675599999999,5774719.999999997,17152
2025-12-25 05:45:00,site_ad3433ffac,vo_5d1b978761,grid,34,89.8272873263889,3.018196854166667,685226.5142857144,1400
2025-12-25 05:45:00,site_e726c7cce5,vo_5d1b978761,grid,71,293.44419053819445,9.859724802083331,927693.6022119815,2720
2025-12-25 05:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,359,702.7285815972223,20.460109178333333,12401977.600000001,36416
2025-12-25 06:00:00,site_ad3433ffac,vo_5d1b978761,grid,96,195.15747569444446,6.557291183333333,1930104.6857142858,4640
2025-12-25 06:00:00,site_e726c7cce5,vo_5d1b978761,grid,64,137.6483224826389,4.624983635416666,946615.3349308756,2848
2025-12-25 06:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,211,274.82988281249993,7.981059796875001,7389920.000000001,22080
2025-12-25 06:15:00,site_ad3433ffac,vo_5d1b978761,grid,112,70.05199652777779,2.3537470833333334,2234085.0285714283,5248
2025-12-25 06:15:00,site_e726c7cce5,vo_5d1b978761,grid,93,127.20984592013889,4.2842931760416665,1233516.2986175115,3536
2025-12-25 06:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,210,92.4751284722222,2.685477730833333,7253555.199999999,20992
2025-12-25 06:30:00,site_ad3433ffac,vo_5d1b978761,grid,50,51.32712760416667,1.7245914875,1112022.857142857,2492
2025-12-25 06:30:00,site_e726c7cce5,vo_5d1b978761,grid,80,118.41955164930556,3.978896935416667,1078685.3751152074,3184
2025-12-25 06:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,93,43.530686631944434,1.2758754147916669,3256460.8000000003,9728
2025-12-25 06:45:00,site_ad3433ffac,vo_5d1b978761,grid,120,840.9438515625001,28.255713412500008,2664373.4857142856,6120
2025-12-25 06:45:00,site_e726c7cce5,vo_5d1b978761,grid,92,938.17510546875,31.522683543750002,1118678.5858064515,3200
2025-12-25 06:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,289,1206.9444166666667,35.04966586,9849868.8,28608
2025-12-25 07:00:00,site_ad3433ffac,vo_5d1b978761,grid,125,769.8255104166666,25.866596187499997,2569797.485714286,7600
2025-12-25 07:00:00,site_e726c7cce5,vo_5d1b978761,grid,264,1894.2505976562509,63.687786435416655,3591163.522949309,10320
2025-12-25 07:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,137,343.714390625,10.029857176666663,4662931.199999999,13632
2025-12-25 07:15:00,site_ad3433ffac,vo_5d1b978761,grid,45,78.09111024305554,2.6335733166666664,895412.1142857143,2296
2025-12-25 07:15:00,site_e726c7cce5,vo_5d1b978761,grid,244,613.6337226562499,20.618093081250002,3189992.6886635954,9168
2025-12-25 07:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,187,140.4575720486111,4.078887892291666,6578995.199999999,20480
2025-12-25 07:30:00,site_ad3433ffac,vo_5d1b978761,grid,138,72.52703993055555,2.436908541666667,2895798.8571428573,7088
2025-12-25 07:30:00,site_e726c7cce5,vo_5d1b978761,grid,177,133.63450868055554,4.490119491666668,2526727.662304147,7824
2025-12-25 07:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,286,98.46380902777777,2.8593890141666645,9966681.599999998,30080
2025-12-25 07:45:00,site_ad3433ffac,vo_5d1b978761,grid,100,178.24529600694444,5.989041945833333,2144810.0571428575,6308
2025-12-25 07:45:00,site_e726c7cce5,vo_5d1b978761,grid,125,256.20075564236106,8.608345389583333,1619702.0549308753,4560
2025-12-25 07:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,159,155.36864322916668,4.511905399375,5360614.399999999,16192
2025-12-25 08:00:00,site_ad3433ffac,vo_5d1b978761,grid,277,197.58359461805557,6.640324041666666,6319885.257142857,19344
2025-12-25 08:00:00,site_e726c7cce5,vo_5d1b978761,grid,266,298.42051953125,10.027219790625002,3325444.459354839,9152
2025-12-25 08:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,364,173.84336631944447,5.048411357916667,12293113.600000001,38080
2025-12-25 08:15:00,site_ad3433ffac,vo_5d1b978761,grid,80,23.19224131944445,0.7792593083333332,1865264.9142857143,6360
2025-12-25 08:15:00,site_e726c7cce5,vo_5d1b978761,grid,76,28.75304340277778,0.9661022583333333,890573.0123502304,2368
2025-12-25 08:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,109,13.655751736111112,0.39656303041666663,3601254.4,11392
2025-12-25 08:30:00,site_ad3433ffac,vo_5d1b978761,grid,195,182.55186024305556,6.133742504166666,4275377.8285714295,13968
2025-12-25 08:30:00,site_e726c7cce5,vo_5d1b978761,grid,121,247.05068576388885,8.300903041666666,1395734.2141935483,3632
2025-12-25 08:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,350,229.25841406249992,6.657664344375001,11708966.399999999,35968
